Tadeas KRAUS,NEJEDLY Oldrich (TCH),SPORTS
Nestor CARBALLO,LOPEZ Juan (URU),SPORTS
Josef MAJER,NEJEDLY Oldrich (TCH),SPORTS
Rafael SOUTO,LOPEZ Juan (URU),SPORTS
Jaroslav KOSNAR,NEJEDLY Oldrich (TCH),SPORTS
Omar MENDEZ,LOPEZ Juan (URU),SPORTS
Kazimir GAJDOS,NEJEDLY Oldrich (TCH),SPORTS
Julio PEREZ,LOPEZ Juan (URU),SPORTS
Imrich STACHO,NEJEDLY Oldrich (TCH),SPORTS
Luis Ernesto CASTRO,LOPEZ Juan (URU),SPORTS
Viliam SCHROJF,NEJEDLY Oldrich (TCH),SPORTS
Kurt SCHMIED,NAUSCH Walter (AUT),SPORTS
Fred MARTIN,BATTIE Andy (SCO),SPORTS
Gerhard HANAPPI,NAUSCH Walter (AUT),SPORTS
Willie CUNNINGHAM,BATTIE Andy (SCO),SPORTS
Ernst HAPPEL,NAUSCH Walter (AUT),SPORTS
John AIRD,BATTIE Andy (SCO),SPORTS
Leopold BARSCHANDT,NAUSCH Walter (AUT),SPORTS
Tommy DOCHERTY,BATTIE Andy (SCO),SPORTS
Ernst OCWIRK,NAUSCH Walter (AUT),SPORTS
Jimmy DAVIDSON,BATTIE Andy (SCO),SPORTS
Karl KOLLER,NAUSCH Walter (AUT),SPORTS
Doug COWIE,BATTIE Andy (SCO),SPORTS
Robert KOERNER,NAUSCH Walter (AUT),SPORTS
John MACKENZIE,BATTIE Andy (SCO),SPORTS
Walter SCHLEGER,NAUSCH Walter (AUT),SPORTS
Allan BROWN,BATTIE Andy (SCO),SPORTS
Erich PROBST,NAUSCH Walter (AUT),SPORTS
Neil MOCHAN,BATTIE Andy (SCO),SPORTS
Alfred KOERNER,NAUSCH Walter (AUT),SPORTS
Willie FERNIE,BATTIE Andy (SCO),SPORTS
Robert DIENST,NAUSCH Walter (AUT),SPORTS
Willie ORMOND,BATTIE Andy (SCO),SPORTS
Theodor WAGNER,NAUSCH Walter (AUT),SPORTS
Bobby EVANS,BATTIE Andy (SCO),SPORTS
Karl STOTZ,NAUSCH Walter (AUT),SPORTS
George HAMILTON,BATTIE Andy (SCO),SPORTS
Walter KOLLMANN,NAUSCH Walter (AUT),SPORTS
John ANDERSON,BATTIE Andy (SCO),SPORTS
Karl GIESSER,NAUSCH Walter (AUT),SPORTS
Robert JOHNSTONE,BATTIE Andy (SCO),SPORTS
Franz PELIKAN,NAUSCH Walter (AUT),SPORTS
Jackie HENDERSON,BATTIE Andy (SCO),SPORTS
Walter ZEMAN,NAUSCH Walter (AUT),SPORTS
Davie MATHERS,BATTIE Andy (SCO),SPORTS
Alfred TEINITZER,NAUSCH Walter (AUT),SPORTS
Alex WILSON,BATTIE Andy (SCO),SPORTS
Johann RIEGLER,NAUSCH Walter (AUT),SPORTS
Jimmy BINNING,BATTIE Andy (SCO),SPORTS
Paul HALLA,NAUSCH Walter (AUT),SPORTS
Bobby COMBE,BATTIE Andy (SCO),SPORTS
Ernst STOJASPAL,NAUSCH Walter (AUT),SPORTS
Ernie COPLAND,BATTIE Andy (SCO),SPORTS
Walter HAUMMER,NAUSCH Walter (AUT),SPORTS
Ian McMILLAN,BATTIE Andy (SCO),SPORTS
CASTILHO,MOREIRA Zeze (BRA),SPORTS
Salvador MOTA,LOPEZ Antonio (ESP),SPORTS
DJALMA SANTOS,MOREIRA Zeze (BRA),SPORTS
Narciso LOPEZ,LOPEZ Antonio (ESP),SPORTS
NILTON SANTOS,MOREIRA Zeze (BRA),SPORTS
Jorge ROMO,LOPEZ Antonio (ESP),SPORTS
BRANDAOZINHO,MOREIRA Zeze (BRA),SPORTS
Raul CARDENAS,LOPEZ Antonio (ESP),SPORTS
PINHEIRO,MOREIRA Zeze (BRA),SPORTS
Rafael AVALOS,LOPEZ Antonio (ESP),SPORTS
BAUER,MOREIRA Zeze (BRA),SPORTS
Alfredo TORRES,LOPEZ Antonio (ESP),SPORTS
JULINHO,MOREIRA Zeze (BRA),SPORTS
Jose NARANJO,LOPEZ Antonio (ESP),SPORTS
DIDI,MOREIRA Zeze (BRA),SPORTS
Jose LAMADRID,LOPEZ Antonio (ESP),SPORTS
BALTAZAR,MOREIRA Zeze (BRA),SPORTS
Tomas BALCAZAR,LOPEZ Antonio (ESP),SPORTS
PINGA,MOREIRA Zeze (BRA),SPORTS
Raul ARELLANO,LOPEZ Antonio (ESP),SPORTS
RODRIGUES,MOREIRA Zeze (BRA),SPORTS
Juan GOMEZ,LOPEZ Antonio (ESP),SPORTS
PAULINHO,MOREIRA Zeze (BRA),SPORTS
Antonio CARBAJAL,LOPEZ Antonio (ESP),SPORTS
ALFREDO RAMOS,MOREIRA Zeze (BRA),SPORTS
Saturnino MARTINEZ,LOPEZ Antonio (ESP),SPORTS
ELY DO AMPARO,MOREIRA Zeze (BRA),SPORTS
Sergio BRAVO,LOPEZ Antonio (ESP),SPORTS
MAURO RAMOS,MOREIRA Zeze (BRA),SPORTS
Carlos BLANCO,LOPEZ Antonio (ESP),SPORTS
DEQUINHA,MOREIRA Zeze (BRA),SPORTS
Pedro NAJERA,LOPEZ Antonio (ESP),SPORTS
MAURINHO,MOREIRA Zeze (BRA),SPORTS
Carlos SEPTIEN,LOPEZ Antonio (ESP),SPORTS
HUMBERTO,MOREIRA Zeze (BRA),SPORTS
Carlos CARUS,LOPEZ Antonio (ESP),SPORTS
INDIO,MOREIRA Zeze (BRA),SPORTS
Moises JINICH,LOPEZ Antonio (ESP),SPORTS
RUBENS,MOREIRA Zeze (BRA),SPORTS
Jose ROCA,LOPEZ Antonio (ESP),SPORTS
VELUDO,MOREIRA Zeze (BRA),SPORTS
Mario OCHOA,LOPEZ Antonio (ESP),SPORTS
CABECAO,MOREIRA Zeze (BRA),SPORTS
Ranulfo CORTES,LOPEZ Antonio (ESP),SPORTS
Vladimir BEARA,TIRNANIC Aleksandar (YUG),SPORTS
Francois REMETTER,PIBAROT Pierre (FRA),SPORTS
Branko STANKOVIC,TIRNANIC Aleksandar (YUG),SPORTS
Lazare GIANESSI,PIBAROT Pierre (FRA),SPORTS
Tomislav CRNKOVIC,TIRNANIC Aleksandar (YUG),SPORTS
Raymond KAELBEL,PIBAROT Pierre (FRA),SPORTS
Zlatko CAJKOVSKI,TIRNANIC Aleksandar (YUG),SPORTS
Robert JONQUET,PIBAROT Pierre (FRA),SPORTS
Ivan HORVAT,TIRNANIC Aleksandar (YUG),SPORTS
Jean-Jacques MARCEL,PIBAROT Pierre (FRA),SPORTS
Vujadin BOSKOV,TIRNANIC Aleksandar (YUG),SPORTS
Armand PENVERNE,PIBAROT Pierre (FRA),SPORTS
Rajko MITIC,TIRNANIC Aleksandar (YUG),SPORTS
Rene DEREUDDRE,PIBAROT Pierre (FRA),SPORTS
Bernard VUKAS,TIRNANIC Aleksandar (YUG),SPORTS
Leon GLOVACKI,PIBAROT Pierre (FRA),SPORTS
Stjepan BOBEK,TIRNANIC Aleksandar (YUG),SPORTS
Raymond KOPA,PIBAROT Pierre (FRA),SPORTS
Branko ZEBEC,TIRNANIC Aleksandar (YUG),SPORTS
Andre STRAPPE,PIBAROT Pierre (FRA),SPORTS
Milos MILUTINOVIC,TIRNANIC Aleksandar (YUG),SPORTS
Jean VINCENT,PIBAROT Pierre (FRA),SPORTS
Tihomir OGNJANOV,TIRNANIC Aleksandar (YUG),SPORTS
Cesar RUMINSKI,PIBAROT Pierre (FRA),SPORTS
Branko KRALJ,TIRNANIC Aleksandar (YUG),SPORTS
Claude ABBES,PIBAROT Pierre (FRA),SPORTS
Milan ZEKOVIC,TIRNANIC Aleksandar (YUG),SPORTS
Jacques GRIMONPON,PIBAROT Pierre (FRA),SPORTS
Lav MANTULA,TIRNANIC Aleksandar (YUG),SPORTS
Roger MARCHE,PIBAROT Pierre (FRA),SPORTS
Ljubomir SPAJIC,TIRNANIC Aleksandar (YUG),SPORTS
Guillame BIEGANSKI,PIBAROT Pierre (FRA),SPORTS
Sima MILOVANOV,TIRNANIC Aleksandar (YUG),SPORTS
Antoine CUISSARD,PIBAROT Pierre (FRA),SPORTS
Bruno BELIN,TIRNANIC Aleksandar (YUG),SPORTS
Xerxes LOUIS,PIBAROT Pierre (FRA),SPORTS
Zlatko PAPEC,TIRNANIC Aleksandar (YUG),SPORTS
Abderrhamane MAHJOUB,PIBAROT Pierre (FRA),SPORTS
Dionizije DVORNIC,TIRNANIC Aleksandar (YUG),SPORTS
Abdelaziz BEN-TIFOUR,PIBAROT Pierre (FRA),SPORTS
Toza VESELINOVIC,TIRNANIC Aleksandar (YUG),SPORTS
Michel LEBLOND,PIBAROT Pierre (FRA),SPORTS
Aleksandar PETAKOVIC,TIRNANIC Aleksandar (YUG),SPORTS
Ernest SCHULTZ,PIBAROT Pierre (FRA),SPORTS
Toni TUREK,HERBERGER Sepp (FRG),SPORTS
Turgay SEREN,PUPPO Sandro (ITA),SPORTS
Fritz LABAND,HERBERGER Sepp (FRG),SPORTS
Ridvan BOLATLI,PUPPO Sandro (ITA),SPORTS
Werner KOHLMEYER,HERBERGER Sepp (FRG),SPORTS
Barsi DIRIMLILI,PUPPO Sandro (ITA),SPORTS
Horst ECKEL,HERBERGER Sepp (FRG),SPORTS
Mustafa ERTAN,PUPPO Sandro (ITA),SPORTS
Jupp POSIPAL,HERBERGER Sepp (FRG),SPORTS
Cetin ZEYBEK,PUPPO Sandro (ITA),SPORTS
Karl MAI,HERBERGER Sepp (FRG),SPORTS
Rober ERYOL,PUPPO Sandro (ITA),SPORTS
Max MORLOCK,HERBERGER Sepp (FRG),SPORTS
Erol KESKIN,PUPPO Sandro (ITA),SPORTS
Berni KLODT,HERBERGER Sepp (FRG),SPORTS
Suat MAMAT,PUPPO Sandro (ITA),SPORTS
WALTER,HERBERGER Sepp (FRG),SPORTS
Ismail FERIDUN,PUPPO Sandro (ITA),SPORTS
Fritz WALTER,HERBERGER Sepp (FRG),SPORTS
Buhran SARGUN,PUPPO Sandro (ITA),SPORTS
Hans SCHAEFER,HERBERGER Sepp (FRG),SPORTS
Lefter KUCUKANDONYADIS,PUPPO Sandro (ITA),SPORTS
Hans BAUER,HERBERGER Sepp (FRG),SPORTS
Sukru ERSOY,PUPPO Sandro (ITA),SPORTS
Herbert ERHARDT,HERBERGER Sepp (FRG),SPORTS
Bulent EKEN,PUPPO Sandro (ITA),SPORTS
Paul MEBUS,HERBERGER Sepp (FRG),SPORTS
Beratligil ALI,PUPPO Sandro (ITA),SPORTS
Werner LIEBRICH,HERBERGER Sepp (FRG),SPORTS
Dincer MEHMET,PUPPO Sandro (ITA),SPORTS
Karl-Heinz METZNER,HERBERGER Sepp (FRG),SPORTS
Nedim GUNAR,PUPPO Sandro (ITA),SPORTS
Helmut RAHN,HERBERGER Sepp (FRG),SPORTS
Erdem NACI,PUPPO Sandro (ITA),SPORTS
Richard HERRMANN,HERBERGER Sepp (FRG),SPORTS
Kacmaz AKGUN,PUPPO Sandro (ITA),SPORTS
Uli BIESINGER,HERBERGER Sepp (FRG),SPORTS
Berman AHMET,PUPPO Sandro (ITA),SPORTS
Alfred PFAFF,HERBERGER Sepp (FRG),SPORTS
Onarici NECMI,PUPPO Sandro (ITA),SPORTS
Heinz KUBSCH,HERBERGER Sepp (FRG),SPORTS
Aytac KADRI,PUPPO Sandro (ITA),SPORTS
Heinz KWIATKOWSKI,HERBERGER Sepp (FRG),SPORTS
Coskun TAS,PUPPO Sandro (ITA),SPORTS
Gyula GROSICS,SEBES Gusztav (HUN),SPORTS
HONG Dook Jong,KIM Yong Shik (KOR),SPORTS
Jeno BUZANSZKY,SEBES Gusztav (HUN),SPORTS
PARK Kyu Chong,KIM Yong Shik (KOR),SPORTS
Gyula LORANT,SEBES Gusztav (HUN),SPORTS
PARK Yae Seung,KIM Yong Shik (KOR),SPORTS
Mihaly LANTOS,SEBES Gusztav (HUN),SPORTS
KANG Chang Gi,KIM Yong Shik (KOR),SPORTS
Jozsef BOZSIK,SEBES Gusztav (HUN),SPORTS
MIN Byung Dae,KIM Yong Shik (KOR),SPORTS
Sandor KOCSIS,SEBES Gusztav (HUN),SPORTS
CHOI Chung Min,KIM Yong Shik (KOR),SPORTS
Ferenc PUSKAS,SEBES Gusztav (HUN),SPORTS
WOO Sang Kwon,KIM Yong Shik (KOR),SPORTS
Zoltan CZIBOR,SEBES Gusztav (HUN),SPORTS
SUNG Nak Woon,KIM Yong Shik (KOR),SPORTS
Ferenc SZOJKA,SEBES Gusztav (HUN),SPORTS
CHUNG Nam Sik,KIM Yong Shik (KOR),SPORTS
Laszlo BUDAI,SEBES Gusztav (HUN),SPORTS
CHU Yung Kwang,KIM Yong Shik (KOR),SPORTS
Peter PALOTAS,SEBES Gusztav (HUN),SPORTS
PARK Il Kap,KIM Yong Shik (KOR),SPORTS
Jozsef ZAKARIAS,SEBES Gusztav (HUN),SPORTS
LEE Sang Yi,KIM Yong Shik (KOR),SPORTS
Jozsef TOTH,SEBES Gusztav (HUN),SPORTS
LI Sao Nam,KIM Yong Shik (KOR),SPORTS
Nandor HIDEGKUTI,SEBES Gusztav (HUN),SPORTS
HAN Heung Chul,KIM Yong Shik (KOR),SPORTS
Bela KARPATI,SEBES Gusztav (HUN),SPORTS
LI Jong Kap,KIM Yong Shik (KOR),SPORTS
Pal VARHIDI,SEBES Gusztav (HUN),SPORTS
HAN Chung Wa,KIM Yong Shik (KOR),SPORTS
Imre KOVACS,SEBES Gusztav (HUN),SPORTS
KIM Ji Sung,KIM Yong Shik (KOR),SPORTS
Ferenc MACHOS,SEBES Gusztav (HUN),SPORTS
CHOI Yung Keun,KIM Yong Shik (KOR),SPORTS
Lajos CSORDAS,SEBES Gusztav (HUN),SPORTS
LI Ki Joo,KIM Yong Shik (KOR),SPORTS
Mihaly TOTH,SEBES Gusztav (HUN),SPORTS
YUNG Kook Chin,KIM Yong Shik (KOR),SPORTS
Sandor GELLER,SEBES Gusztav (HUN),SPORTS
Geza GULYAS,SEBES Gusztav (HUN),SPORTS
Gilbert MERRICK,WINTERBOTTOM Walter (ENG),SPORTS
Leopold GERNAEY,LIVINGSTONE Doug (SCO),SPORTS
Ron STANIFORTH,WINTERBOTTOM Walter (ENG),SPORTS
Marcel DRIES,LIVINGSTONE Doug (SCO),SPORTS
Roger BYRNE,WINTERBOTTOM Walter (ENG),SPORTS
Alfons VAN BRANDT,LIVINGSTONE Doug (SCO),SPORTS
Billy WRIGHT,WINTERBOTTOM Walter (ENG),SPORTS
Constant HUYSMANS,LIVINGSTONE Doug (SCO),SPORTS
Syd OWEN,WINTERBOTTOM Walter (ENG),SPORTS
Louis CARRE,LIVINGSTONE Doug (SCO),SPORTS
Jimmy DICKINSON,WINTERBOTTOM Walter (ENG),SPORTS
Victor MEES,LIVINGSTONE Doug (SCO),SPORTS
Stanley MATTHEWS,WINTERBOTTOM Walter (ENG),SPORTS
Denis HOUF,LIVINGSTONE Doug (SCO),SPORTS
Ivor BROADIS,WINTERBOTTOM Walter (ENG),SPORTS
Rik COPPENS,LIVINGSTONE Doug (SCO),SPORTS
Nat LOFTHOUSE,WINTERBOTTOM Walter (ENG),SPORTS
Leopold ANOUL,LIVINGSTONE Doug (SCO),SPORTS
Tommy TAYLOR,WINTERBOTTOM Walter (ENG),SPORTS
Joseph MERMANS,LIVINGSTONE Doug (SCO),SPORTS
Tom FINNEY,WINTERBOTTOM Walter (ENG),SPORTS
Pieter VAN DEN BOSCH,LIVINGSTONE Doug (SCO),SPORTS
Ted BURGIN,WINTERBOTTOM Walter (ENG),SPORTS
Jozef VLIERS,LIVINGSTONE Doug (SCO),SPORTS
Ken GREEN,WINTERBOTTOM Walter (ENG),SPORTS
Charles GEERTS,LIVINGSTONE Doug (SCO),SPORTS
Bill McGARRY,WINTERBOTTOM Walter (ENG),SPORTS
Henri DIRICKX,LIVINGSTONE Doug (SCO),SPORTS
Dennis WILSHAW,WINTERBOTTOM Walter (ENG),SPORTS
Robert VAN KERCKHOVEN,LIVINGSTONE Doug (SCO),SPORTS
Albert QUIXALL,WINTERBOTTOM Walter (ENG),SPORTS
Poly VAN DEN BOSCH,LIVINGSTONE Doug (SCO),SPORTS
Jimmy MULLEN,WINTERBOTTOM Walter (ENG),SPORTS
Raymond AUSLOOS,LIVINGSTONE Doug (SCO),SPORTS
Allenby CHILTON,WINTERBOTTOM Walter (ENG),SPORTS
Jeff VAN DER LINDEN,LIVINGSTONE Doug (SCO),SPORTS
Ken ARMSTRONG,WINTERBOTTOM Walter (ENG),SPORTS
Jo BACKAERT,LIVINGSTONE Doug (SCO),SPORTS
Bedford JEZZARD,WINTERBOTTOM Walter (ENG),SPORTS
Robert MAERTENS,LIVINGSTONE Doug (SCO),SPORTS
John HAYNES,WINTERBOTTOM Walter (ENG),SPORTS
Jean VAN STEEN,LIVINGSTONE Doug (SCO),SPORTS
Harry HOOPER,WINTERBOTTOM Walter (ENG),SPORTS
Luc VAN HOYWEGEN,LIVINGSTONE Doug (SCO),SPORTS
Eugene PARLIER,RAPPAN Karl (AUT),SPORTS
Giorgio GHEZZI,CZEIZLER Lajos (HUN),SPORTS
Roger BOCQUET,RAPPAN Karl (AUT),SPORTS
Guido VINCENZI,CZEIZLER Lajos (HUN),SPORTS
Marcel FLUECKIGER,RAPPAN Karl (AUT),SPORTS
Giovanni GIACOMAZZI,CZEIZLER Lajos (HUN),SPORTS
Andre NEURY,RAPPAN Karl (AUT),SPORTS
Maino NERI,CZEIZLER Lajos (HUN),SPORTS
Charles CASALI,RAPPAN Karl (AUT),SPORTS
Omero TOGNON,CZEIZLER Lajos (HUN),SPORTS
Willy KERNEN,RAPPAN Karl (AUT),SPORTS
Fulvio NESTI,CZEIZLER Lajos (HUN),SPORTS
Robert BALLAMAN,RAPPAN Karl (AUT),SPORTS
Ermes MUCCINELLI,CZEIZLER Lajos (HUN),SPORTS
Jackie FATTON,RAPPAN Karl (AUT),SPORTS
Egisto PANDOLFINI,CZEIZLER Lajos (HUN),SPORTS
Sepp HUEGI,RAPPAN Karl (AUT),SPORTS
Carlo GALLI,CZEIZLER Lajos (HUN),SPORTS
Eugen MEIER,RAPPAN Karl (AUT),SPORTS
Benito LORENZI,CZEIZLER Lajos (HUN),SPORTS
Roger VONLANTHEN,RAPPAN Karl (AUT),SPORTS
Giampiero BONIPERTI,CZEIZLER Lajos (HUN),SPORTS
Walter EICH,RAPPAN Karl (AUT),SPORTS
Gino CAPPELLO,CZEIZLER Lajos (HUN),SPORTS
Georges STUBER,RAPPAN Karl (AUT),SPORTS
Giovanni VIOLA,CZEIZLER Lajos (HUN),SPORTS
Roger MATHIS,RAPPAN Karl (AUT),SPORTS
Ardico MAGNINI,CZEIZLER Lajos (HUN),SPORTS
Heinz BIGLER,RAPPAN Karl (AUT),SPORTS
Sergio CERVATO,CZEIZLER Lajos (HUN),SPORTS
Oliver EGGIMANN,RAPPAN Karl (AUT),SPORTS
Giacomo MARI,CZEIZLER Lajos (HUN),SPORTS
Norbert ESCHMANN,RAPPAN Karl (AUT),SPORTS
Rino FERRARIO,CZEIZLER Lajos (HUN),SPORTS
Gilbert FESSELET,RAPPAN Karl (AUT),SPORTS
Armando SEGATO,CZEIZLER Lajos (HUN),SPORTS
Ivo FROSIO,RAPPAN Karl (AUT),SPORTS
Gino PIVATELLI,CZEIZLER Lajos (HUN),SPORTS
Kiki ANTENEN,RAPPAN Karl (AUT),SPORTS
Guido GRATTON,CZEIZLER Lajos (HUN),SPORTS
Marcel MAURON,RAPPAN Karl (AUT),SPORTS
Amleto FRIGNANI,CZEIZLER Lajos (HUN),SPORTS
Ferdinando RIVA,RAPPAN Karl (AUT),SPORTS
Leonardo COSTAGLIOLA,CZEIZLER Lajos (HUN),SPORTS
Roque MASPOLI,LOPEZ Juan (URU),SPORTS
Fred MARTIN,BATTIE Andy (SCO),SPORTS
Jose SANTAMARIA,LOPEZ Juan (URU),SPORTS
Willie CUNNINGHAM,BATTIE Andy (SCO),SPORTS
William MARTINEZ,LOPEZ Juan (URU),SPORTS
John AIRD,BATTIE Andy (SCO),SPORTS
Victor RODRIGUEZ ANDRADE,LOPEZ Juan (URU),SPORTS
Tommy DOCHERTY,BATTIE Andy (SCO),SPORTS
Obdulio VARELA,LOPEZ Juan (URU),SPORTS
Jimmy DAVIDSON,BATTIE Andy (SCO),SPORTS
Julio ABBADIE,LOPEZ Juan (URU),SPORTS
Doug COWIE,BATTIE Andy (SCO),SPORTS
Oscar MIGUEZ,LOPEZ Juan (URU),SPORTS
John MACKENZIE,BATTIE Andy (SCO),SPORTS
Juan SCHIAFFINO,LOPEZ Juan (URU),SPORTS
Allan BROWN,BATTIE Andy (SCO),SPORTS
Carlos BORGES,LOPEZ Juan (URU),SPORTS
Neil MOCHAN,BATTIE Andy (SCO),SPORTS
Luis CRUZ,LOPEZ Juan (URU),SPORTS
Willie FERNIE,BATTIE Andy (SCO),SPORTS
Javier AMBROIS,LOPEZ Juan (URU),SPORTS
Willie ORMOND,BATTIE Andy (SCO),SPORTS
Roberto LEOPARDI,LOPEZ Juan (URU),SPORTS
Bobby EVANS,BATTIE Andy (SCO),SPORTS
Juan HOHBERG,LOPEZ Juan (URU),SPORTS
George HAMILTON,BATTIE Andy (SCO),SPORTS
Julio MACEIRAS,LOPEZ Juan (URU),SPORTS
John ANDERSON,BATTIE Andy (SCO),SPORTS
Mirto DAVOINE,LOPEZ Juan (URU),SPORTS
Robert JOHNSTONE,BATTIE Andy (SCO),SPORTS
Eusebio TEJERA,LOPEZ Juan (URU),SPORTS
Jackie HENDERSON,BATTIE Andy (SCO),SPORTS
Urbano RIVERA,LOPEZ Juan (URU),SPORTS
Davie MATHERS,BATTIE Andy (SCO),SPORTS
Nestor CARBALLO,LOPEZ Juan (URU),SPORTS
Alex WILSON,BATTIE Andy (SCO),SPORTS
Rafael SOUTO,LOPEZ Juan (URU),SPORTS
Jimmy BINNING,BATTIE Andy (SCO),SPORTS
Omar MENDEZ,LOPEZ Juan (URU),SPORTS
Bobby COMBE,BATTIE Andy (SCO),SPORTS
Julio PEREZ,LOPEZ Juan (URU),SPORTS
Ernie COPLAND,BATTIE Andy (SCO),SPORTS
Luis Ernesto CASTRO,LOPEZ Juan (URU),SPORTS
Ian McMILLAN,BATTIE Andy (SCO),SPORTS
Kurt SCHMIED,NAUSCH Walter (AUT),SPORTS
Imrich STACHO,CEJP Josef (TCH),SPORTS
Gerhard HANAPPI,NAUSCH Walter (AUT),SPORTS
Frantisek SAFRANEK,CEJP Josef (TCH),SPORTS
Ernst HAPPEL,NAUSCH Walter (AUT),SPORTS
Svatopluk PLUSKAL,CEJP Josef (TCH),SPORTS
Leopold BARSCHANDT,NAUSCH Walter (AUT),SPORTS
Ladislav NOVAK,CEJP Josef (TCH),SPORTS
Ernst OCWIRK,NAUSCH Walter (AUT),SPORTS
Jiri TRNKA,CEJP Josef (TCH),SPORTS
Karl KOLLER,NAUSCH Walter (AUT),SPORTS
Vladislav HLAVACEK,CEJP Josef (TCH),SPORTS
Robert KOERNER,NAUSCH Walter (AUT),SPORTS
Otto HEMELE,CEJP Josef (TCH),SPORTS
Theodor WAGNER,NAUSCH Walter (AUT),SPORTS
Emil PAZICKY,CEJP Josef (TCH),SPORTS
Erich PROBST,NAUSCH Walter (AUT),SPORTS
Jan HERTL,CEJP Josef (TCH),SPORTS
Alfred KOERNER,NAUSCH Walter (AUT),SPORTS
Ladislav KACANI,CEJP Josef (TCH),SPORTS
Ernst STOJASPAL,NAUSCH Walter (AUT),SPORTS
Tadeas KRAUS,CEJP Josef (TCH),SPORTS
Walter SCHLEGER,NAUSCH Walter (AUT),SPORTS
Theodor REIMANN,CEJP Josef (TCH),SPORTS
Karl STOTZ,NAUSCH Walter (AUT),SPORTS
Michal BENEDIKOVIC,CEJP Josef (TCH),SPORTS
Walter KOLLMANN,NAUSCH Walter (AUT),SPORTS
Anton MALATINSKY,CEJP Josef (TCH),SPORTS
Karl GIESSER,NAUSCH Walter (AUT),SPORTS
Jiri PESEK,CEJP Josef (TCH),SPORTS
Franz PELIKAN,NAUSCH Walter (AUT),SPORTS
Anton KRASNOHORSKY,CEJP Josef (TCH),SPORTS
Walter ZEMAN,NAUSCH Walter (AUT),SPORTS
Jiri HLEDIK,CEJP Josef (TCH),SPORTS
Alfred TEINITZER,NAUSCH Walter (AUT),SPORTS
Zdenek PROCHAZKA,CEJP Josef (TCH),SPORTS
Johann RIEGLER,NAUSCH Walter (AUT),SPORTS
Josef MAJER,CEJP Josef (TCH),SPORTS
Robert DIENST,NAUSCH Walter (AUT),SPORTS
Jaroslav KOSNAR,CEJP Josef (TCH),SPORTS
Paul HALLA,NAUSCH Walter (AUT),SPORTS
Kazimir GAJDOS,CEJP Josef (TCH),SPORTS
Walter HAUMMER,NAUSCH Walter (AUT),SPORTS
Viliam SCHROJF,CEJP Josef (TCH),SPORTS
Francois REMETTER,PIBAROT Pierre (FRA),SPORTS
Antonio CARBAJAL,LOPEZ Antonio (ESP),SPORTS
Lazare GIANESSI,PIBAROT Pierre (FRA),SPORTS
Narciso LOPEZ,LOPEZ Antonio (ESP),SPORTS
Raymond KAELBEL,PIBAROT Pierre (FRA),SPORTS
Jorge ROMO,LOPEZ Antonio (ESP),SPORTS
Roger MARCHE,PIBAROT Pierre (FRA),SPORTS
Saturnino MARTINEZ,LOPEZ Antonio (ESP),SPORTS
Jean-Jacques MARCEL,PIBAROT Pierre (FRA),SPORTS
Raul CARDENAS,LOPEZ Antonio (ESP),SPORTS
Abderrhamane MAHJOUB,PIBAROT Pierre (FRA),SPORTS
Rafael AVALOS,LOPEZ Antonio (ESP),SPORTS
Abdelaziz BEN-TIFOUR,PIBAROT Pierre (FRA),SPORTS
Alfredo TORRES,LOPEZ Antonio (ESP),SPORTS
Rene DEREUDDRE,PIBAROT Pierre (FRA),SPORTS
Jose NARANJO,LOPEZ Antonio (ESP),SPORTS
Raymond KOPA,PIBAROT Pierre (FRA),SPORTS
Jose LAMADRID,LOPEZ Antonio (ESP),SPORTS
Andre STRAPPE,PIBAROT Pierre (FRA),SPORTS
Tomas BALCAZAR,LOPEZ Antonio (ESP),SPORTS
Jean VINCENT,PIBAROT Pierre (FRA),SPORTS
Raul ARELLANO,LOPEZ Antonio (ESP),SPORTS
Cesar RUMINSKI,PIBAROT Pierre (FRA),SPORTS
Salvador MOTA,LOPEZ Antonio (ESP),SPORTS
Claude ABBES,PIBAROT Pierre (FRA),SPORTS
Sergio BRAVO,LOPEZ Antonio (ESP),SPORTS
Jacques GRIMONPON,PIBAROT Pierre (FRA),SPORTS
Juan GOMEZ,LOPEZ Antonio (ESP),SPORTS
Guillame BIEGANSKI,PIBAROT Pierre (FRA),SPORTS
Carlos BLANCO,LOPEZ Antonio (ESP),SPORTS
Antoine CUISSARD,PIBAROT Pierre (FRA),SPORTS
Pedro NAJERA,LOPEZ Antonio (ESP),SPORTS
Robert JONQUET,PIBAROT Pierre (FRA),SPORTS
Carlos SEPTIEN,LOPEZ Antonio (ESP),SPORTS
Xerxes LOUIS,PIBAROT Pierre (FRA),SPORTS
Carlos CARUS,LOPEZ Antonio (ESP),SPORTS
Armand PENVERNE,PIBAROT Pierre (FRA),SPORTS
Moises JINICH,LOPEZ Antonio (ESP),SPORTS
Leon GLOVACKI,PIBAROT Pierre (FRA),SPORTS
Jose ROCA,LOPEZ Antonio (ESP),SPORTS
Michel LEBLOND,PIBAROT Pierre (FRA),SPORTS
Mario OCHOA,LOPEZ Antonio (ESP),SPORTS
Ernest SCHULTZ,PIBAROT Pierre (FRA),SPORTS
Ranulfo CORTES,LOPEZ Antonio (ESP),SPORTS
CASTILHO,MOREIRA Zeze (BRA),SPORTS
Vladimir BEARA,TIRNANIC Aleksandar (YUG),SPORTS
